modelo_id,variables,interacciones,n_variables,n_interacciones,n_terminos
5048,fage + mage + sex_bin + marital_bin + whitemom_bin,fage × whitemom_bin + sex_bin × whitemom_bin,5,2,7
5049,fage + mage + sex_bin + marital_bin + whitemom_bin,fage × whitemom_bin + marital_bin × whitemom_bin,5,2,7
5050,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × sex_bin + mage × marital_bin,5,2,7
5051,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × sex_bin + mage × whitemom_bin,5,2,7
5052,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × sex_bin + sex_bin × marital_bin,5,2,7
5053,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × sex_bin + sex_bin × whitemom_bin,5,2,7
5054,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × sex_bin + marital_bin × whitemom_bin,5,2,7
5055,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × marital_bin + mage × whitemom_bin,5,2,7
5056,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × marital_bin + sex_bin × marital_bin,5,2,7
5057,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × marital_bin + sex_bin × whitemom_bin,5,2,7
5058,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × marital_bin + marital_bin × whitemom_bin,5,2,7
5059,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × whitemom_bin + sex_bin × marital_bin,5,2,7
5060,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × whitemom_bin + sex_bin × whitemom_bin,5,2,7
5061,fage + mage + sex_bin + marital_bin + whitemom_bin,mage × whitemom_bin + marital_bin × whitemom_bin,5,2,7
5062,fage + mage + sex_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + sex_bin × whitemom_bin,5,2,7
5063,fage + mage + sex_bin + marital_bin + whitemom_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,5,2,7
5064,fage + mage + sex_bin + marital_bin + whitemom_bin,sex_bin × whitemom_bin + marital_bin × whitemom_bin,5,2,7
5065,fage + mage + sex_bin + marital_bin + mature_bin,,5,0,5
5066,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage,5,1,6
5067,fage + mage + sex_bin + marital_bin + mature_bin,fage × sex_bin,5,1,6
5068,fage + mage + sex_bin + marital_bin + mature_bin,fage × marital_bin,5,1,6
5069,fage + mage + sex_bin + marital_bin + mature_bin,fage × mature_bin,5,1,6
5070,fage + mage + sex_bin + marital_bin + mature_bin,mage × sex_bin,5,1,6
5071,fage + mage + sex_bin + marital_bin + mature_bin,mage × marital_bin,5,1,6
5072,fage + mage + sex_bin + marital_bin + mature_bin,mage × mature_bin,5,1,6
5073,fage + mage + sex_bin + marital_bin + mature_bin,sex_bin × marital_bin,5,1,6
5074,fage + mage + sex_bin + marital_bin + mature_bin,sex_bin × mature_bin,5,1,6
5075,fage + mage + sex_bin + marital_bin + mature_bin,marital_bin × mature_bin,5,1,6
5076,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage + fage × sex_bin,5,2,7
5077,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage + fage × marital_bin,5,2,7
5078,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage + fage × mature_bin,5,2,7
5079,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage + mage × sex_bin,5,2,7
5080,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage + mage × marital_bin,5,2,7
5081,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage + mage × mature_bin,5,2,7
5082,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage + sex_bin × marital_bin,5,2,7
5083,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage + sex_bin × mature_bin,5,2,7
5084,fage + mage + sex_bin + marital_bin + mature_bin,fage × mage + marital_bin × mature_bin,5,2,7
5085,fage + mage + sex_bin + marital_bin + mature_bin,fage × sex_bin + fage × marital_bin,5,2,7
5086,fage + mage + sex_bin + marital_bin + mature_bin,fage × sex_bin + fage × mature_bin,5,2,7
5087,fage + mage + sex_bin + marital_bin + mature_bin,fage × sex_bin + mage × sex_bin,5,2,7
5088,fage + mage + sex_bin + marital_bin + mature_bin,fage × sex_bin + mage × marital_bin,5,2,7
5089,fage + mage + sex_bin + marital_bin + mature_bin,fage × sex_bin + mage × mature_bin,5,2,7
5090,fage + mage + sex_bin + marital_bin + mature_bin,fage × sex_bin + sex_bin × marital_bin,5,2,7
5091,fage + mage + sex_bin + marital_bin + mature_bin,fage × sex_bin + sex_bin × mature_bin,5,2,7
5092,fage + mage + sex_bin + marital_bin + mature_bin,fage × sex_bin + marital_bin × mature_bin,5,2,7
5093,fage + mage + sex_bin + marital_bin + mature_bin,fage × marital_bin + fage × mature_bin,5,2,7
5094,fage + mage + sex_bin + marital_bin + mature_bin,fage × marital_bin + mage × sex_bin,5,2,7
5095,fage + mage + sex_bin + marital_bin + mature_bin,fage × marital_bin + mage × marital_bin,5,2,7
5096,fage + mage + sex_bin + marital_bin + mature_bin,fage × marital_bin + mage × mature_bin,5,2,7
5097,fage + mage + sex_bin + marital_bin + mature_bin,fage × marital_bin + sex_bin × marital_bin,5,2,7
5098,fage + mage + sex_bin + marital_bin + mature_bin,fage × marital_bin + sex_bin × mature_bin,5,2,7
5099,fage + mage + sex_bin + marital_bin + mature_bin,fage × marital_bin + marital_bin × mature_bin,5,2,7
5100,fage + mage + sex_bin + marital_bin + mature_bin,fage × mature_bin + mage × sex_bin,5,2,7
5101,fage + mage + sex_bin + marital_bin + mature_bin,fage × mature_bin + mage × marital_bin,5,2,7
5102,fage + mage + sex_bin + marital_bin + mature_bin,fage × mature_bin + mage × mature_bin,5,2,7
5103,fage + mage + sex_bin + marital_bin + mature_bin,fage × mature_bin + sex_bin × marital_bin,5,2,7
5104,fage + mage + sex_bin + marital_bin + mature_bin,fage × mature_bin + sex_bin × mature_bin,5,2,7
5105,fage + mage + sex_bin + marital_bin + mature_bin,fage × mature_bin + marital_bin × mature_bin,5,2,7
5106,fage + mage + sex_bin + marital_bin + mature_bin,mage × sex_bin + mage × marital_bin,5,2,7
5107,fage + mage + sex_bin + marital_bin + mature_bin,mage × sex_bin + mage × mature_bin,5,2,7
5108,fage + mage + sex_bin + marital_bin + mature_bin,mage × sex_bin + sex_bin × marital_bin,5,2,7
5109,fage + mage + sex_bin + marital_bin + mature_bin,mage × sex_bin + sex_bin × mature_bin,5,2,7
5110,fage + mage + sex_bin + marital_bin + mature_bin,mage × sex_bin + marital_bin × mature_bin,5,2,7
5111,fage + mage + sex_bin + marital_bin + mature_bin,mage × marital_bin + mage × mature_bin,5,2,7
5112,fage + mage + sex_bin + marital_bin + mature_bin,mage × marital_bin + sex_bin × marital_bin,5,2,7
5113,fage + mage + sex_bin + marital_bin + mature_bin,mage × marital_bin + sex_bin × mature_bin,5,2,7
5114,fage + mage + sex_bin + marital_bin + mature_bin,mage × marital_bin + marital_bin × mature_bin,5,2,7
5115,fage + mage + sex_bin + marital_bin + mature_bin,mage × mature_bin + sex_bin × marital_bin,5,2,7
5116,fage + mage + sex_bin + marital_bin + mature_bin,mage × mature_bin + sex_bin × mature_bin,5,2,7
5117,fage + mage + sex_bin + marital_bin + mature_bin,mage × mature_bin + marital_bin × mature_bin,5,2,7
5118,fage + mage + sex_bin + marital_bin + mature_bin,sex_bin × marital_bin + sex_bin × mature_bin,5,2,7
5119,fage + mage + sex_bin + marital_bin + mature_bin,sex_bin × marital_bin + marital_bin × mature_bin,5,2,7
5120,fage + mage + sex_bin + marital_bin + mature_bin,sex_bin × mature_bin + marital_bin × mature_bin,5,2,7
5121,fage + mage + sex_bin + whitemom_bin + mature_bin,,5,0,5
5122,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage,5,1,6
5123,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × sex_bin,5,1,6
5124,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × whitemom_bin,5,1,6
5125,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mature_bin,5,1,6
5126,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × sex_bin,5,1,6
5127,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × whitemom_bin,5,1,6
5128,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × mature_bin,5,1,6
5129,fage + mage + sex_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin,5,1,6
5130,fage + mage + sex_bin + whitemom_bin + mature_bin,sex_bin × mature_bin,5,1,6
5131,fage + mage + sex_bin + whitemom_bin + mature_bin,whitemom_bin × mature_bin,5,1,6
5132,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage + fage × sex_bin,5,2,7
5133,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage + fage × whitemom_bin,5,2,7
5134,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage + fage × mature_bin,5,2,7
5135,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage + mage × sex_bin,5,2,7
5136,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage + mage × whitemom_bin,5,2,7
5137,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage + mage × mature_bin,5,2,7
5138,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage + sex_bin × whitemom_bin,5,2,7
5139,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage + sex_bin × mature_bin,5,2,7
5140,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mage + whitemom_bin × mature_bin,5,2,7
5141,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × sex_bin + fage × whitemom_bin,5,2,7
5142,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × sex_bin + fage × mature_bin,5,2,7
5143,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × sex_bin + mage × sex_bin,5,2,7
5144,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × sex_bin + mage × whitemom_bin,5,2,7
5145,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × sex_bin + mage × mature_bin,5,2,7
5146,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × sex_bin + sex_bin × whitemom_bin,5,2,7
5147,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × sex_bin + sex_bin × mature_bin,5,2,7
5148,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × sex_bin + whitemom_bin × mature_bin,5,2,7
5149,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × whitemom_bin + fage × mature_bin,5,2,7
5150,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × whitemom_bin + mage × sex_bin,5,2,7
5151,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × whitemom_bin + mage × whitemom_bin,5,2,7
5152,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × whitemom_bin + mage × mature_bin,5,2,7
5153,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × whitemom_bin + sex_bin × whitemom_bin,5,2,7
5154,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × whitemom_bin + sex_bin × mature_bin,5,2,7
5155,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × whitemom_bin + whitemom_bin × mature_bin,5,2,7
5156,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mature_bin + mage × sex_bin,5,2,7
5157,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mature_bin + mage × whitemom_bin,5,2,7
5158,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mature_bin + mage × mature_bin,5,2,7
5159,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mature_bin + sex_bin × whitemom_bin,5,2,7
5160,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mature_bin + sex_bin × mature_bin,5,2,7
5161,fage + mage + sex_bin + whitemom_bin + mature_bin,fage × mature_bin + whitemom_bin × mature_bin,5,2,7
5162,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × sex_bin + mage × whitemom_bin,5,2,7
5163,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × sex_bin + mage × mature_bin,5,2,7
5164,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × sex_bin + sex_bin × whitemom_bin,5,2,7
5165,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × sex_bin + sex_bin × mature_bin,5,2,7
5166,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × sex_bin + whitemom_bin × mature_bin,5,2,7
5167,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × whitemom_bin + mage × mature_bin,5,2,7
5168,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × whitemom_bin + sex_bin × whitemom_bin,5,2,7
5169,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × whitemom_bin + sex_bin × mature_bin,5,2,7
5170,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × whitemom_bin + whitemom_bin × mature_bin,5,2,7
5171,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × mature_bin + sex_bin × whitemom_bin,5,2,7
5172,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × mature_bin + sex_bin × mature_bin,5,2,7
5173,fage + mage + sex_bin + whitemom_bin + mature_bin,mage × mature_bin + whitemom_bin × mature_bin,5,2,7
5174,fage + mage + sex_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + sex_bin × mature_bin,5,2,7
5175,fage + mage + sex_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + whitemom_bin × mature_bin,5,2,7
5176,fage + mage + sex_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + whitemom_bin × mature_bin,5,2,7
5177,fage + mage + habit_bin + marital_bin + whitemom_bin,,5,0,5
5178,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage,5,1,6
5179,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × habit_bin,5,1,6
5180,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × marital_bin,5,1,6
5181,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × whitemom_bin,5,1,6
5182,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × habit_bin,5,1,6
5183,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × marital_bin,5,1,6
5184,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin,5,1,6
5185,fage + mage + habit_bin + marital_bin + whitemom_bin,habit_bin × marital_bin,5,1,6
5186,fage + mage + habit_bin + marital_bin + whitemom_bin,habit_bin × whitemom_bin,5,1,6
5187,fage + mage + habit_bin + marital_bin + whitemom_bin,marital_bin × whitemom_bin,5,1,6
5188,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage + fage × habit_bin,5,2,7
5189,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage + fage × marital_bin,5,2,7
5190,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage + fage × whitemom_bin,5,2,7
5191,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage + mage × habit_bin,5,2,7
5192,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage + mage × marital_bin,5,2,7
5193,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage + mage × whitemom_bin,5,2,7
5194,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage + habit_bin × marital_bin,5,2,7
5195,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage + habit_bin × whitemom_bin,5,2,7
5196,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × mage + marital_bin × whitemom_bin,5,2,7
5197,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × habit_bin + fage × marital_bin,5,2,7
5198,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × habit_bin + fage × whitemom_bin,5,2,7
5199,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × habit_bin + mage × habit_bin,5,2,7
5200,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × habit_bin + mage × marital_bin,5,2,7
5201,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × habit_bin + mage × whitemom_bin,5,2,7
5202,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × habit_bin + habit_bin × marital_bin,5,2,7
5203,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × habit_bin + habit_bin × whitemom_bin,5,2,7
5204,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × habit_bin + marital_bin × whitemom_bin,5,2,7
5205,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × marital_bin + fage × whitemom_bin,5,2,7
5206,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × marital_bin + mage × habit_bin,5,2,7
5207,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × marital_bin + mage × marital_bin,5,2,7
5208,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × marital_bin + mage × whitemom_bin,5,2,7
5209,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × marital_bin + habit_bin × marital_bin,5,2,7
5210,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × marital_bin + habit_bin × whitemom_bin,5,2,7
5211,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × marital_bin + marital_bin × whitemom_bin,5,2,7
5212,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × whitemom_bin + mage × habit_bin,5,2,7
5213,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × whitemom_bin + mage × marital_bin,5,2,7
5214,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × whitemom_bin + mage × whitemom_bin,5,2,7
5215,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × whitemom_bin + habit_bin × marital_bin,5,2,7
5216,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × whitemom_bin + habit_bin × whitemom_bin,5,2,7
5217,fage + mage + habit_bin + marital_bin + whitemom_bin,fage × whitemom_bin + marital_bin × whitemom_bin,5,2,7
5218,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + mage × marital_bin,5,2,7
5219,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + mage × whitemom_bin,5,2,7
5220,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + habit_bin × marital_bin,5,2,7
5221,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + habit_bin × whitemom_bin,5,2,7
5222,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × habit_bin + marital_bin × whitemom_bin,5,2,7
5223,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + mage × whitemom_bin,5,2,7
5224,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + habit_bin × marital_bin,5,2,7
5225,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + habit_bin × whitemom_bin,5,2,7
5226,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × marital_bin + marital_bin × whitemom_bin,5,2,7
5227,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + habit_bin × marital_bin,5,2,7
5228,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + habit_bin × whitemom_bin,5,2,7
5229,fage + mage + habit_bin + marital_bin + whitemom_bin,mage × whitemom_bin + marital_bin × whitemom_bin,5,2,7
5230,fage + mage + habit_bin + marital_bin + whitemom_bin,habit_bin × marital_bin + habit_bin × whitemom_bin,5,2,7
5231,fage + mage + habit_bin + marital_bin + whitemom_bin,habit_bin × marital_bin + marital_bin × whitemom_bin,5,2,7
5232,fage + mage + habit_bin + marital_bin + whitemom_bin,habit_bin × whitemom_bin + marital_bin × whitemom_bin,5,2,7
5233,fage + mage + habit_bin + marital_bin + mature_bin,,5,0,5
5234,fage + mage + habit_bin + marital_bin + mature_bin,fage × mage,5,1,6
5235,fage + mage + habit_bin + marital_bin + mature_bin,fage × habit_bin,5,1,6
5236,fage + mage + habit_bin + marital_bin + mature_bin,fage × marital_bin,5,1,6
